,DW,MW,TW,SHB,RH,SCH,FS,Martin,Paul,RV,H,TH,BK
0,0.15052766,0.99995739,0.93461023,0.39038459,0.00600055,0.01071774,0.99935287,0.58803073,2.407e-05,0.45464405,0.31474181,0.73023919,0.18152939
